Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY,source_file,yyyymm,GRADE_SPEC,outlier_reason_item,outlier_reason_text,outlier_reason_qty,outlier_reason_price,outlier_reason_usp,unit_price
Bangalore,Inblr4,9735303,2025-04-26,29419090,Y0000307 Azithromycin Impurity A [10Mg] [For Further Sale] Y0000307 Azithromycin Impurity A [10Mg] [For Further Sale],1.0,NOS,9306.76,9306.76,Inr,9306.76,,2581.2,0703003453,Sigma Aldrich Chemicals Pvt Ltd,Plot No 12 Bommasandra Jigani Link Road Indl Area Anekal Tq,Bangalore,Sigma Aldrich International Gmbh,Industriestrasse 25 Ch 9471 Buchs Sdnf Sdnf Switzerland,29,Frankfurt/Main Int'L,FRANCE,data\raw\azithromycin_202603.xlsx,202504,USP,"It is an impurity standard, related compound, or degradation product marker.","It is an impurity standard, related compound, or degradation product marker.",False,False,,
Bombay,Inbom4,9434598,2025-04-11,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),500.0,KG,10902.6,123.5,Usd,5451302.0,,0.0,0389021601,Anuh Pharma Ltd,3 A Shiv Sagar Estate North Wing Dr Annie Besant Road Worli,"Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,Room 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiral Ty Hk Sdnf Hong Kong,29,Chengdu,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,"The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.","The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.",False,False,,
Bombay,Inbom4,9434598,2025-04-11,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),500.0,KG,10902.6,123.5,Usd,5451302.0,,1511918.75,0389021601,Anuh Pharma Ltd,3 A Shiv Sagar Estate North Wing Dr Annie Besant Road Worli,"Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,Room 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiral Ty Hk Sdnf Hong Kong,29,Chengdu,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,"The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.","The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.",False,False,,
Bombay,Inbom4,0,2025-11-06,29339990,Azithromycin For Peak Identification Crs-For Testing Purposeonlyazithromycin For Peak Identification Crs-For Testing Purpose,4.0,NOS,8496.38,79.0,Eur,33985.5,,6877.0,0397031441,Bliss Gvs Pharma Ltd,"102,Hyde Park,Sakivihar Road ,Andheri(E)",Mumbai,European Directorate For The Quality Of Medicines,& Healthcare Edqm. Strasbourgallee Kastner 7- - Cs 30026 Strasbourg 67081 Fr,29,Strasbourg,FRANCE,data\raw\azithromycin_202603.xlsx,202511,USP,It is a pharmacopoeial reference standard that only mentions the molecule name.,It is a pharmacopoeial reference standard that only mentions the molecule name.,False,False,,
Bombay,Inbom4,0,2025-11-06,29339990,Azithromycin For System Suitability Crs-For Testing Purposeonlyazithromycin For Peak Identification Crs-For Testing Purpose,4.0,NOS,8496.38,79.0,Eur,33985.5,,6877.0,0397031441,Bliss Gvs Pharma Ltd,"102,Hyde Park,Sakivihar Road ,Andheri(E)",Mumbai,European Directorate For The Quality Of Medicines,& Healthcare Edqm. Strasbourgallee Kastner 7- - Cs 30026 Strasbourg 67081 Fr,29,Strasbourg,FRANCE,data\raw\azithromycin_202603.xlsx,202511,USP,"It is a pharmacopoeial reference standard for testing purposes, not the drug itself.","It is a pharmacopoeial reference standard for testing purposes, not the drug itself.",False,False,,
Bombay Air Cargo,Inbom4,0,2026-01-30,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),2100.0,KG,11294.0,121.0,Usd,23717478.0,,6578042.5,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,"The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.","The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.",False,False,,
Bombay Air Cargo,Inbom4,0,2026-01-31,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),2800.0,KG,11294.0,121.0,Usd,31624032.0,,8770926.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,"The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.","The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.",False,False,,
Jnpt,Innsa1,4517810,2025-09-15,29419090,Azithromycin Ep11/Usp43/Ip2022 Azithromycin Ep11/Usp43/Ip2022,750.0,KG,12460.0,140.0,Usd,9345000.0,,0.0,0390002518,Shalina Laboratories Pvt Ltd,"96,Maker Chamber Vi, Nariman Point",,Zhejiang Guobang Pharmaceutical Co Ltd,"No.6, Weiwu Road, Hangzhou Gulf Sha Ngyu Economic And Technological Dev Elopment Zone, Zhejiang, Hangzhou - China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,It is a pharmacopoeial reference standard that only mentions the molecule name.,It is a pharmacopoeial reference standard that only mentions the molecule name.,False,False,,
Bangalore,Inblr4,0,2025-11-12,29349910,"1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)(25 Mg)-(Pharmaceutical Analytical Impurity)1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)",1.0,NOS,79793.15,899.58,Usd,79793.15,,22130.6,0712029630,Chromachemie Laboratory Pvt Ltd,"Nagesh Building, Room No. 1 &Amp; 2, ,1St Floor, No.163, 1St Main Road","Sheshadripuram, Bangalore",Pharmacopeia Convention Inc,"12601, Twinbrook Parkway Rockville, Md 20852-1790, Usa New York, , Uni Ted States United States",29,New York,UNITED STATES,data\raw\azithromycin_202603.xlsx,202511,USP,"It is an impurity standard, related compound, or degradation product marker.","It is an impurity standard, related compound, or degradation product marker.",False,False,,
Jnpt,Innsa1,9774063,2025-04-29,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,2500.0,KG,10894.06,127.56,Usd,27235148.0,,7553668.0,3498003259,Envee Drugs Pvt Ltd,N H No 8 B/H K Manibhai Godown Dumral Tal Nadiad,Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,Pacific Road No. 1 Nuanquan Econom Ic Zone Helan County Yinchuan Ni Ngxia China . China China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical grade substance.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical grade substance.",False,False,,
Jnpt,Innsa1,9773051,2025-04-29,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,2000.0,KG,10718.16,124.0,Usd,21436314.0,,5945362.0,3498003259,Envee Drugs Pvt Ltd,N H No 8 B/H K Manibhai Godown Dumral Tal Nadiad,Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,Pacific Road No. 1 Nuanquan Econom Ic Zone Helan County Yinchuan Ni Ngxia China . China China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical grade substance.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical grade substance.",False,False,,
Jnpt,Innsa1,9781347,2025-04-29,29415000,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,984.0,KG,10674.92,123.5,Usd,10504119.0,,2046727.5,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,False,False,,
Jnpt,Innsa1,9924868,2025-05-07,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),1075.0,KG,10569.34,123.5,Usd,11362040.0,,3151261.75,0389021601,Anuh Pharma Ltd,3-A Shiv Sagar Estate North Wing Dr. Annie Besant Road Worli,"Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003,10/F Tower 1,Lippo Centre 89 Queensway Admiral Ty H.K.China Sdnf China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Jnpt,Innsa1,2346352,2025-05-29,29419090,Azithromycin Amine. (Not For Medicinal Use). Azithromycin Amine. (Not For Medicinal Use).,980.0,KG,10022.4,117.08,Usd,9821952.0,,2724118.5,3498003259,Envee Drugs Pvt Ltd,N.H. No.8 B/H. K. Manibhai Godown Dumral Tal. Nadiad,Dist. Kheda (Gujarat),Zhejiang Ueasy Business Service Co Ltd,"Room 302 No.22 Changcheng Street, G Ongshu District Hangzhou, China Han Gzhou, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Delhi Tkd,Intkd6,2900294,2025-06-27,29419090,Spiramycin Ep Azithromycin Dihydrate Usp,671.44,KG,19984.2,228.0,Usd,13418111.0,,2614519.0,0592005461,Unimax Laboratories,"Plot No.7, Sector-24,N/A",,Sinobright Pharmaceutical Indusrtries Ltd,"Office F,32/F Plaza 88 No.88 Yeung Uk Road,Tsuen Wan, Nt, Hong Kong, China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,"Spiramycin is the primary drug, and azithromycin appears only as a secondary reference.","Spiramycin is the primary drug, and azithromycin appears only as a secondary reference.",False,False,,
Jnpt,Innsa1,0,2025-12-10,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),1500.0,KG,11090.69,121.0,Usd,16636030.0,,0.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Delhi Tkd,Intkd6,2900294,2025-06-27,29419090,Spiramycin Ep Azithromycin Dihydrate Usp,488.56,KG,19984.2,228.0,Usd,9763561.0,,1902429.75,0592005461,Unimax Laboratories,"Plot No.7, Sector-24,N/A",,Sinobright Pharmaceutical Indusrtries Ltd,"Office F,32/F Plaza 88 No.88 Yeung Uk Road,Tsuen Wan, Nt, Hong Kong, China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,"Spiramycin is the primary drug, and azithromycin appears only as a secondary reference.","Spiramycin is the primary drug, and azithromycin appears only as a secondary reference.",False,False,,
Jnpt,Innsa1,0,2025-12-10,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),2700.0,KG,11090.69,121.0,Usd,29944854.0,,8305205.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Bangalore,Inblr4,0,2026-01-29,29419090,Y0000307 Azithromycin Impurity A (For Further Sale) Y0000307 Azithromycin Impurity A (For Further Sale),1.0,NOS,9864.0,9638.8,Usd,9864.08,,2735.8,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9471 Buchs Sdnf Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,FRANCE,data\raw\azithromycin_202603.xlsx,202601,USP,"It is an impurity standard, related compound, or degradation product marker.","It is an impurity standard, related compound, or degradation product marker.",False,False,,
Bombay Air Cargo,Inbom4,0,2025-12-02,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),1400.0,KG,11099.5,121.0,Usd,15539304.0,,4309826.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,"The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.","The item description indicates it is not for medicinal use, suggesting it is not an active pharmaceutical ingredient.",False,False,,
Hyderabad,Inhyd4,0,2026-02-17,29419090,Desmethyl Azithromycin (Cas No.76801-85-9)(Qty 3 Kgs)Asper Invdesmethyl Azithromycin (Cas No.76801-85-9)(Qty 3 Kgs)Asper I,3.0,KG,23294.25,255.0,Usd,69882.75,,14140.8,Aaqca3500J,Apitoria Pharma Pvt Ltd,"Floor No.22, Plot No.1, Survey No.83/1, Galaxy Tower Hyderabad Knowledge City, Raidurg Panmaktha",Hyderabad,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No. 88 Yeung Uk Road, Tsuen Wan,Nt, Hong Kong C Hina Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,"The item description refers to 'Desmethyl Azithromycin', which is a related compound and not the active pharmaceutical ingredient azithromycin itself.","The item description refers to 'Desmethyl Azithromycin', which is a related compound and not the active pharmaceutical ingredient azithromycin itself.",False,False,,
Bangalore,Inblr4,34,2025-10-28,29349910,"1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)(25 Mg)-(Pharmaceutical Analytical Impurity)1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)",1.0,NOS,79793.15,889.2,Usd,889.2,,22130.6,0712029630,Chromachemie Laboratory Pvt Ltd,"Nagesh Building, Room No. 1 &Amp; 2, 1St Floor, No.163, 1St Main Road","Sheshadripuram, Bangalore",United States Pharmacopeial Convention,"United States Pharmacopeial Convention..12601, Twinbrook Parkway Rockville, Md 20852-1790, Usa New York, , Uni Ted States United Statesunited States",29,New York,UNITED STATES,data\raw\azithromycin_202603.xlsx,202510,USP,"It is an impurity standard, related compound, or degradation product marker.","It is an impurity standard, related compound, or degradation product marker.",False,False,,
Jnpt,Innsa1,0,2025-12-12,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),4400.0,KG,11051.7,121.0,Usd,48627472.0,,13486830.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Bangalore,Inblr4,3302800,2025-07-16,29349990,Phr2781-50Mg Azithromycin Related Compound F (Laboratory Chemicals)Phr2781-50Mg Azithromycin Related Compound F (Laboratory Che,1.0,NOS,39962.06,466.85,Usd,39962.06,,11083.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,"It is a related compound, not the active pharmaceutical ingredient azithromycin itself.","It is a related compound, not the active pharmaceutical ingredient azithromycin itself.",False,False,,
Bangalore,Inblr4,3302800,2025-07-16,29349990,Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals) Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals),1.0,NOS,35209.81,411.33,Usd,35209.81,,9765.4,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",UNITED STATES,data\raw\azithromycin_202603.xlsx,202507,USP,"The item description refers to N-Demethylazithromycin, which is a related compound and not azithromycin itself.","The item description refers to N-Demethylazithromycin, which is a related compound and not azithromycin itself.",False,False,,
Jnpt,Innsa1,0,2025-08-26,29415000,Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10815.9,123.0,Usd,54079500.0,,0.0,0388114533,Mehta Api Pvt Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,"The item description indicates a purity of Nmt 94%, suggesting it may not be a pure active pharmaceutical ingredient.","The item description indicates a purity of Nmt 94%, suggesting it may not be a pure active pharmaceutical ingredient.",False,False,,
Jnpt,Innsa1,0,2025-08-22,29415000,Azithromycin Amine (Having Purity Nmt 94%),4925.0,KG,10816.02,123.0,Usd,53268924.0,,0.0,0388114533,Mehta Api Pvt Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,"The item description indicates a purity of Nmt 94%, suggesting it may not be a pure active pharmaceutical ingredient.","The item description indicates a purity of Nmt 94%, suggesting it may not be a pure active pharmaceutical ingredient.",False,False,,
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,6000.0,KG,11226.8,123.0,Usd,67360832.0,,18682526.0,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,False,False,,
Jnpt,Innsa1,0,2025-12-29,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),5000.0,KG,11045.63,121.0,Usd,55228140.0,,15317524.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Bombay,Inbom4,9417714,2025-04-10,29339990,Azithromycin (200 Mg)-For Reference Standard-For Research Purpose Onlyazithromycin (200 Mg)-For Reference Standard-For Research Pu,1.0,NOS,24783.51,283.0,Usd,24783.51,,5015.0,0397031441,Bliss Gvs Pharma Ltd,102 Hyde Park Sakivihar Road Andheri(E),Mumbai,Pharmacopeia Convention Inc,Usp 7135 English Muffin Way Frederick Md 21704 Usa Sdnf Us,29,"Miami, Fl",UNITED STATES,data\raw\azithromycin_202603.xlsx,202504,USP,It is a pharmacopoeial reference standard that only mentions the molecule name.,It is a pharmacopoeial reference standard that only mentions the molecule name.,False,False,,
Bombay Air Cargo,Inbom4,0,2026-01-21,29339990,Azithromycin For System Suitability Crs 0.05Mg -For Testingpurpose Onlyazithromycin For System Suitability Crs 0.05Mg -For Testing,2.0,NOS,9906.0,90.0,Usd,19812.54,,4009.1,0397031441,Bliss Gvs Pharma Ltd,"102,Hyde Park,Sakivihar Road Andheri(E)",Mumbai,European Directorate For The Quality Of Medicines And Healthcare,European Directorate For The Quality Of Medicines& Healthcare Edqm. Strasbourgallee Kastner 7- - Cs 30026 Strasbourg 67081 Frfrance,29,Strasbourg,FRANCE,data\raw\azithromycin_202603.xlsx,202601,USP,"It is a pharmacopoeial reference standard for testing purposes, not the drug itself.","It is a pharmacopoeial reference standard for testing purposes, not the drug itself.",False,False,,
Jnpt,Innsa1,9924868,2025-05-07,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),1000.0,KG,10569.34,123.5,Usd,10569340.0,,0.0,0389021601,Anuh Pharma Ltd,3-A Shiv Sagar Estate North Wing Dr. Annie Besant Road Worli,"Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003,10/F Tower 1,Lippo Centre 89 Queensway Admiral Ty H.K.China Sdnf China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,"The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.","The item description indicates it is not for medicinal use, suggesting it may not be a relevant pharmaceutical form of azithromycin.",False,False,,
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,3640.0,KG,11226.8,123.0,Usd,40865568.0,,0.0,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,False,False,,
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,2360.0,KG,11226.8,123.0,Usd,26495260.0,,0.0,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,The item description indicates a purity specification (Nmt 94%) which suggests it may not be a pure active pharmaceutical ingredient.,False,False,,
Jnpt,Innsa1,15,2025-10-09,29415000,Azithromycin Amine (Having Purity Nmt 94) Azithromycin Amine (Having Purity Nmt 94),459.9,KG,11036.3,123.0,Usd,56567.7,,1027046.81,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co. ,Ltdjianghe Integration Green Intellige Industrial Zone, Xinli Village Zhongxinhe Town, Qiezihe District Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,"The item description indicates a purity specification (Nmt 94), suggesting it may not be a pure form of azithromycin.","The item description indicates a purity specification (Nmt 94), suggesting it may not be a pure form of azithromycin.",False,False,,
